id,full_name,gender,specialty,category,work_address,latitude,longitude,schedule_json,loyalty_score,avg_sales_brick,phone,email
8ba0cde2-3f71-4311-9f68-ad35ff6728b6,Ильин Сергей Иванович,M,Neurologist,B,"КДЦ №118, Ленинградский просп., д. 23",55.629389,37.690111,"{""monday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""tuesday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",4.4,77.16,+7(931)360-27-81,ilin.s8ba0@rambler.ru
f48e7da2-4cac-4fcb-806d-7b6cd2d65f4a,Баранов Дмитрий Иванович,M,Rheumatologist,C,"Поликлиника при ГКБ №158, Нахимовский просп., д. 42",55.746503,37.81319,"{""monday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",3.4,17.48,+7(920)329-34-22,baranov.df48e@mail.ru
40ef93a0-380f-4556-885f-a787703da181,Тарасов Сергей Михайлович,M,Rheumatologist,B,"Городская поликлиника №118, Ярославское ш., д. 66",55.806793,37.781595,"{""tuesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""19:00""}}",10.0,14.46,+7(966)459-33-13,tarasov.s40ef@rambler.ru
95075c2c-4cf2-44fd-b6f1-5a4f48d98418,Павла Полина Алексеевна,F,Therapist,B,"КДЦ №163, Севастопольский просп., д. 28",55.693717,37.745112,"{""monday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""saturday"": {""start"": ""08:00"", ""end"": ""18:00""}}",6.5,73.51,+7(945)925-65-86,pavla.p9507@gmail.com
751f94a1-01ce-4277-982c-6acfb1d72af8,Ильина Кристина Михайловна,F,Pulmonologist,B,"Многопрофильная клиника «Столица», ул. Большая Полянка, д. 24",55.783961,37.771574,"{""monday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""13:00""}}",5.8,71.56,+7(958)375-18-65,ilina.k751f@yandex.ru
de1c6559-ba9a-4200-98d3-5d8a1bdb0307,Тарасов Егор Иванович,M,Gastroenterologist,A,"ГКБ №163, ул. Маросейка, д. 35",55.700983,37.828947,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""14:00""}}",7.9,101.27,+7(919)755-97-49,tarasov.ede1c@mail.ru
9315ea00-10be-4461-875e-891c34743732,Павлов Кирилл Сергеевич,M,Pulmonologist,B,"Клиника «Семейный доктор», Рязанский просп., д. 83",55.881529,37.658674,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",2.1,60.06,+7(924)774-65-35,pavlov.k9315@mail.ru
eb126bf2-b0dc-4ac7-8e98-963de7996eaf,Киселёва Елена Ивановна,F,Therapist,B,"Медицинский центр «Здоровье», Ярославское ш., д. 95",55.870528,37.541227,"{""monday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""16:00""}}",5.1,47.62,+7(955)624-87-45,kiselyova.eeb12@yandex.ru
9e380382-7c3b-492c-9924-fdcfcdcfe685,Семёнов Артём Алексеевич,M,Gastroenterologist,C,"Многопрофильная клиника «Столица», Севастопольский просп., д. 48",55.688421,37.665164,"{""monday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""18:00""}}",4.9,25.36,+7(936)710-32-57,semyonov.a9e38@mail.ru
ffc7e115-35c6-4f68-8861-5527bd0c5649,Фёдоров Евгений Иванович,M,Therapist,C,"МЦ «Он Клиник», Севастопольский просп., д. 111",55.704544,37.850483,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",0.4,27.52,+7(983)926-24-98,fyodorov.effc7@yandex.ru
9580061f-9674-45a8-ad48-ae5ec11e9611,Винограда Татьяна Борисовна,F,Cardiologist,B,"Городская поликлиника №197, филиал 4, Ленинградский просп., д. 36",55.680671,37.671284,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",8.6,73.83,+7(929)184-63-47,vinograda.t9580@mail.ru
34232f66-27b8-4eca-985a-d5e0d71e519f,Фёдоров Денис Дмитриевич,M,Pulmonologist,B,"МЦ «АльфаМед», Авиамоторная ул., д. 89",55.689122,37.776453,"{""monday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""17:00""}}",3.6,48.21,+7(964)981-53-89,fyodorov.d3423@rambler.ru
8a1dea6a-3f9c-476a-b9be-65391db8729a,Фёдоров Алексей Евгеньевич,M,Cardiologist,C,"Клиника «Семейный доктор», ул. Маросейка, д. 48",55.687115,37.536549,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",0.6,29.89,+7(936)692-94-84,fyodorov.a8a1d@yandex.ru
e8a9d0b8-491a-4c9e-acdd-dd1e31f46446,Титов Артём Алексеевич,M,Therapist,B,"Поликлиника при ГКБ №159, ул. Покровка, д. 34",55.73798,37.517143,"{""monday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""saturday"": {""start"": ""13:00"", ""end"": ""18:00""}}",2.9,39.24,+7(964)546-52-14,titov.ae8a9@rambler.ru
8c625a36-cbcd-4c8c-9274-e6527f30bda0,Виноградов Михаил Олегович,M,Cardiologist,C,"Поликлиника при ГКБ №203, ул. Арбат, д. 38",55.714693,37.46892,"{""monday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}}",3.4,18.59,+7(947)950-88-14,vinogradov.m8c62@rambler.ru
ec9b49d6-7827-451a-86d8-2956b4213bb0,Фёдора Елена Дмитриевна,F,Gastroenterologist,B,"Клиника «Медси», ул. Покровка, д. 86",55.725036,37.596838,"{""tuesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""18:00""}}",2.2,39.36,+7(936)294-59-57,fyodora.eec9b@rambler.ru
d83b66f3-df77-4d93-b3c7-bc86db7b4f74,Тита Наталья Дмитриевна,F,Gastroenterologist,B,"Медицинский центр «Здоровье», Алтуфьевское ш., д. 6",55.712784,37.78712,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",1.5,54.07,+7(940)962-49-73,tita.nd83b@gmail.com
8782eb94-766a-4bfb-9517-7ad67bbdde27,Кулика Марина Ивановна,F,Endocrinologist,C,"КДЦ №196, ул. Большая Полянка, д. 110",55.818935,37.527612,"{""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",3.4,39.03,+7(921)504-15-67,kulika.m8782@rambler.ru
9705759f-347f-4ca8-9055-023bbee40e96,Соловьёва Алина Александровна,F,Therapist,C,"МЦ «АльфаМед», Балаклавский просп., д. 15",55.622266,37.708642,"{""monday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""15:00""}}",2.1,0.0,+7(997)620-21-22,solovyova.a9705@yandex.ru
392f670f-4f68-4498-aa9e-8382d077a439,Новика Светлана Викторовна,F,Urologist,C,"МЦ «Он Клиник», Варшавское ш., д. 51",55.711615,37.618232,"{""monday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""17:00""}}",2.1,14.72,+7(984)252-36-29,novika.s392f@yandex.ru
36a039d8-8ab5-4c6e-b20e-ea1803b6ff15,Козлов Михаил Михайлович,M,Therapist,A,"МЦ «АльфаМед», Каширское ш., д. 52",55.792772,37.406783,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""saturday"": {""start"": ""08:00"", ""end"": ""15:00""}}",6.5,113.84,+7(917)166-12-21,kozlov.m36a0@yandex.ru
a4bf2836-72ae-4a4d-80d4-666eb618535e,Волка Валентина Владимировна,F,Pulmonologist,B,"Поликлиника при ГКБ №122, Ярославское ш., д. 77",55.78555,37.779567,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}}",5.1,50.75,+7(946)893-37-67,volka.va4bf@gmail.com
1d57b009-cdb0-4aa8-aac7-cc9389c0fe1b,Богдана Наталья Борисовна,F,Neurologist,C,"МЦ «АльфаМед», Авиамоторная ул., д. 56",55.641679,37.623262,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",2.2,29.15,+7(925)520-16-25,bogdana.n1d57@mail.ru
71918a34-8275-4901-a519-9680879ef573,Сидоров Денис Дмитриевич,M,Gastroenterologist,B,"КДЦ №170, Дмитровское ш., д. 46",55.663533,37.60631,"{""monday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""17:00""}}",4.2,79.55,+7(981)857-72-39,sidorov.d7191@yandex.ru
64839d43-5495-497b-9c61-e0159ab407b6,Семёнов Максим Олегович,M,Endocrinologist,C,"Клиника «Чайка», Севастопольский просп., д. 3",55.828616,37.602756,"{""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""saturday"": {""start"": ""08:00"", ""end"": ""16:00""}}",2.1,23.14,+7(928)376-77-29,semyonov.m6483@yandex.ru
076b3f37-2080-484d-aed5-d337ab263058,Петров Артём Юрьевич,M,Endocrinologist,C,"Медицинский центр «Здоровье», Можайское ш., д. 108",55.854194,37.647042,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""07:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""07:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}}",2.0,14.34,+7(932)360-40-59,petrov.a076b@rambler.ru
b05c5358-2893-49e8-a0b5-12f37a8fa5df,Голубев Михаил Петрович,M,Endocrinologist,B,"МЦ «Он Клиник», Можайское ш., д. 54",55.798914,37.476788,"{""tuesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""20:00""}}",2.9,51.41,+7(939)724-65-70,golubev.mb05c@gmail.com
d700a15d-9268-4869-9816-e893fb9368a2,Михайлов Егор Борисович,M,Endocrinologist,A,"Клиника «Чайка», Можайское ш., д. 3",55.656002,37.647291,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""saturday"": {""start"": ""07:00"", ""end"": ""15:00""}}",5.9,82.84,+7(949)178-99-30,mikhaylov.ed700@yandex.ru
c8be789e-46f2-4c79-a951-7bcdbbde32a6,Мороза Алина Сергеевна,F,Cardiologist,C,"КДЦ №26, Балаклавский просп., д. 39",55.78217,37.706881,"{""monday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""17:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""17:00""}}",2.3,20.72,+7(996)525-58-54,moroza.ac8be@mail.ru
e8755cdb-c946-4d31-b04b-5ac9a5e6dfbb,Зайца Виктория Петровна,F,Endocrinologist,C,"КДЦ №205, Варшавское ш., д. 14",55.697196,37.429303,"{""monday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""16:00""}}",1.0,22.11,+7(967)641-99-76,zaytsa.ve875@gmail.com
3d2fd43a-1119-4f7e-a40e-cb7642f5f55e,Васильа Ольга Юрьевна,F,Therapist,B,"Городская поликлиника №197, филиал 1, ул. Новослободская, д. 107",55.797981,37.857678,"{""monday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""12:00"", ""end"": ""19:00""}}",0.1,30.33,+7(940)544-60-52,vasila.o3d2f@rambler.ru
2f373736-87f6-4f06-9c4b-18604c630af7,Тита Виктория Викторовна,F,Urologist,B,"КДЦ №38, ул. Сретенка, д. 9",55.698035,37.391093,"{""monday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""saturday"": {""start"": ""13:00"", ""end"": ""19:00""}}",5.6,70.31,+7(922)185-62-10,tita.v2f37@rambler.ru
f33576d4-3044-400f-9b83-d952ad7a4ec0,Бела Валентина Александровна,F,Cardiologist,C,"Многопрофильная клиника «Столица», ул. Генерала Дорохова, д. 83",55.819307,37.402534,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",0.2,16.74,+7(929)612-97-23,bela.vf335@mail.ru
87246481-d24a-4e96-87b3-83114c5ed718,Макара Наталья Владимировна,F,Rheumatologist,A,"ГКБ №131, ул. Академика Янгеля, д. 67",55.832374,37.610389,"{""tuesday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""15:00""}, ""thursday"": {""start"": ""07:00"", ""end"": ""15:00""}}",7.4,91.64,+7(945)677-37-47,makara.n8724@gmail.com
d24e3bb5-5e17-40b0-a816-086923defc38,Барана Валентина Дмитриевна,F,Gastroenterologist,B,"ГКБ №115, Ярославское ш., д. 95",55.866713,37.678252,"{""monday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""saturday"": {""start"": ""14:00"", ""end"": ""19:00""}}",6.0,49.99,+7(924)780-54-86,barana.vd24e@yandex.ru
a5684453-59c8-4959-b7e4-a5086ba3fbd2,Белов Денис Петрович,M,Urologist,B,"КДЦ №26, Можайское ш., д. 107",55.800637,37.828386,"{""tuesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""17:00""}}",5.5,49.86,+7(971)336-67-62,belov.da568@rambler.ru
b31c6217-ee71-4892-ad8b-5f0862dc2c64,Павла Наталья Владимировна,F,Urologist,C,"Медицинский центр «Здоровье», ул. Сретенка, д. 16",55.84045,37.771799,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",3.7,17.39,+7(974)873-46-93,pavla.nb31c@rambler.ru
2ab3c167-b821-4297-86d0-36004e7fdadf,Соловьёв Матвей Петрович,M,Therapist,B,"ГКБ №96, Ленинский просп., д. 39",55.730186,37.796494,"{""monday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""17:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""17:00""}}",3.2,63.48,+7(994)495-31-98,solovyov.m2ab3@rambler.ru
cd964c1f-921f-4ec3-a29b-ef3ee50310ab,Васильа Наталья Владимировна,F,Urologist,C,"Клиника «Чайка», Алтуфьевское ш., д. 12",55.67362,37.448554,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",4.1,20.57,+7(913)388-67-59,vasila.ncd96@rambler.ru
936290ec-b436-4dc2-b951-dfbb1a80f986,Мороза Татьяна Олеговна,F,Neurologist,B,"Городская поликлиника №182, филиал 3, ул. Большая Полянка, д. 83",55.868636,37.648806,"{""monday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""friday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""16:00""}}",5.4,44.83,+7(971)774-82-40,moroza.t9362@gmail.com
e0c74589-dc05-45e8-bdc3-118a731c7511,Сидора Алина Юрьевна,F,Cardiologist,A,"Медицинский центр «Здоровье», ул. Сретенка, д. 41",55.832554,37.5571,"{""monday"": {""start"": ""08:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""wednesday"": {""start"": ""08:00"", ""end"": ""16:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""16:00""}}",8.8,62.54,+7(998)501-15-30,sidora.ae0c7@mail.ru
aecabacd-d078-481b-addc-9e1473191612,Тарасов Роман Дмитриевич,M,Gastroenterologist,B,"МЦ «Он Клиник», Варшавское ш., д. 7",55.716414,37.76594,"{""monday"": {""start"": ""08:00"", ""end"": ""13:00""}, ""tuesday"": {""start"": ""08:00"", ""end"": ""14:00""}, ""wednesday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""friday"": {""start"": ""07:00"", ""end"": ""14:00""}, ""saturday"": {""start"": ""07:00"", ""end"": ""13:00""}}",4.2,63.23,+7(920)259-32-69,tarasov.raeca@yandex.ru
cb8f0b29-76b3-4575-bf80-bbab6a870efd,Ковалёва Дарья Дмитриевна,F,Cardiologist,A,"Городская поликлиника №37, филиал 3, Севастопольский просп., д. 22",55.813689,37.468511,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}}",8.2,74.62,+7(982)119-12-86,kovalyova.dcb8f@gmail.com
7fbc4a03-98b4-4184-8932-7492b3bd0aaa,Иванов Дмитрий Борисович,M,Therapist,B,"Клиника «Семейный доктор», ул. Косыгина, д. 108",55.822127,37.554236,"{""tuesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""thursday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""13:00"", ""end"": ""19:00""}}",6.3,28.31,+7(944)164-50-82,ivanov.d7fbc@yandex.ru
977c73a2-8f7d-4f3e-a420-6467213784df,Комара Екатерина Викторовна,F,Pulmonologist,A,"Клиника «Чайка», ул. Мясницкая, д. 59",55.736077,37.488371,"{""tuesday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",7.2,95.18,+7(940)594-71-23,komara.e977c@rambler.ru
fe5e8527-48f2-4f44-8e7d-8860bcc44ede,Новиков Евгений Александрович,M,Therapist,B,"КДЦ №173, ул. Косыгина, д. 105",55.857282,37.472954,"{""monday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",3.8,26.11,+7(996)957-88-54,novikov.efe5e@yandex.ru
83da30a8-eb07-41da-a770-4558e2dbfdda,Тарасов Илья Андреевич,M,Cardiologist,B,"Городская поликлиника №72, ул. Покровка, д. 27",55.896216,37.585967,"{""monday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""wednesday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""friday"": {""start"": ""09:00"", ""end"": ""18:00""}, ""saturday"": {""start"": ""09:00"", ""end"": ""18:00""}}",7.9,17.48,+7(976)141-19-41,tarasov.i83da@yandex.ru
0b42d9f3-d6bb-4c9d-8f4c-aefd2e5b5b07,Васильев Максим Сергеевич,M,Endocrinologist,A,"Клиника «Медси», Волгоградский просп., д. 109",55.749235,37.809985,"{""monday"": {""start"": ""13:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""14:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""19:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""19:00""}, ""friday"": {""start"": ""14:00"", ""end"": ""19:00""}}",4.5,89.0,+7(932)649-66-79,vasilev.m0b42@rambler.ru
3d8a3f95-6f46-4f5c-851e-69836df58de5,Кулика Мария Борисовна,F,Gastroenterologist,C,"Поликлиника при ГКБ №137, Алтуфьевское ш., д. 1",55.750192,37.562789,"{""monday"": {""start"": ""14:00"", ""end"": ""18:00""}, ""tuesday"": {""start"": ""12:00"", ""end"": ""20:00""}, ""wednesday"": {""start"": ""12:00"", ""end"": ""18:00""}, ""thursday"": {""start"": ""13:00"", ""end"": ""19:00""}}",4.5,12.17,+7(965)643-72-32,kulika.m3d8a@mail.ru
